name,category,serving_size_g,calories,sodium_mg,sugar_g,carbs_g,protein_g,fat_g,sample_count,source_dataset,method,serving_basis
메밀소바,면 및 만두류,400.0,146.0,310.0,3.06,21.44,5.68,4.22,2,음식,분석,외식 레시피
메밀전,전·적 및 부침류,180.0,161.0,145.0,0.3,34.79,4.02,0.64,1,음식,분석,가정식 분석
메주,장류,,448.0,4.0,0.76,30.3,41.0,18.1,42,가공식품,수집,
메추리고기,육류,,194.0,35.0,,0.1,20.5,12.9,1,원재료성식품,수집,
메추리알,난류,,155.0,94.0,0.0,1.67,12.48,10.12,6,원재료성식품,분석,
메추리알 돼지고기장조림,조림류,250.0,116.0,319.0,1.81,4.75,11.3,5.37,4,음식,산출,산업체 급식
메추리알 어묵조림,조림류,67.2,227.0,1141.0,10.22,22.09,13.3,9.37,3,음식,산출,산업체 급식
메추리알장조림,조림류,66.6,151.0,983.0,2.55,8.89,11.3,6.79,4,음식,산출,산업체 급식
멕시컨샐러드,생채·무침류,166.1,93.0,316.0,1.74,3.2,4.6,7.07,3,음식,산출,산업체 급식
멘보샤,튀김류,,289.0,696.0,1.0,13.22,10.52,21.6,3,음식,분석,
멜론,과일류,,40.0,13.0,8.08,9.64,1.5,0.04,3,원재료성식품,분석,
멥쌀,곡류,,358.0,2.0,0.92,76.98,6.88,2.0,81,원재료성식품,분석,
멥쌀 국수,곡류,,340.0,1964.0,,72.6,9.1,1.5,1,원재료성식품,분석,
멥쌀밥,곡류,,160.0,1.0,0.2,36.7,2.6,0.5,24,원재료성식품,수집,
멧돼지고기,육류,,249.0,45.0,,0.5,18.8,19.8,2,원재료성식품,수집,
면실유,유지류,,883.0,0.0,,0.0,0.0,100.0,1,원재료성식품,수집,
멸치,어패류 및 기타 수산물,,127.0,,0.34,0.34,17.7,5.4,28,원재료성식품,분석,
멸치 미역국,국 및 탕류,320.0,9.0,375.0,0.0,0.71,1.1,0.38,1,음식,산출,산업체 급식
멸치볶음,볶음류,50.0,262.0,1378.0,7.15,17.03,23.25,11.2,14,음식,분석,가정식 분석
멸치볶음(멸치만),볶음류,80.0,114.0,770.0,1.72,5.15,14.9,3.41,1,음식,산출,외식 레시피
멸치젓,젓갈류,5.0,90.0,6667.0,0.6,7.4,11.4,1.6,1,음식,분석,가정식 분석
멸치조림,조림류,60.0,318.0,3163.0,7.35,8.93,40.92,13.22,5,음식,분석,산업체 급식
명란젓,젓갈류,,147.0,2044.0,0.0,3.98,17.96,6.54,1,음식,분석,
명란찌개,찌개 및 전골류,200.0,27.0,367.0,0.84,2.74,3.1,0.58,1,음식,산출,표시기준 1회 섭취참고량
명란찜,찜류,125.2,61.0,1130.0,1.28,3.1,7.1,2.24,1,음식,산출,외식 레시피
명태,어패류 및 기타 수산물,,123.0,419.0,0.0,0.0,23.48,1.18,19,원재료성식품,수집,
명태 매운탕,찌개 및 전골류,625.0,49.0,58.0,0.79,3.15,7.1,1.03,1,음식,산출,외식 레시피
모과,과일류,,78.0,2.0,,20.0,0.7,0.4,1,원재료성식품,수집,
모닝빵,빵 및 과자류,70.0,386.0,295.0,13.64,50.0,9.09,17.27,26,음식,수집,가정식 분석
모듬 김밥,밥류,400.0,113.0,184.0,0.7,17.49,4.2,2.75,1,음식,산출,외식 레시피
모듬 초밥,밥류,245.0,188.0,345.0,2.3,28.9,9.8,2.93,2,음식,산출,산업체 급식
모듬 콩조림,조림류,15.0,181.0,321.0,3.85,15.38,11.1,9.11,1,음식,산출,외식 레시피
모듬배추나물,나물·숙채류,120.0,31.0,322.0,1.05,3.69,1.7,1.28,4,음식,산출,산업체 급식
모듬버섯볶음,볶음류,,69.0,430.0,2.0,6.82,3.0,4.56,4,음식,산출,
모듬찰떡,빵 및 과자류,100.0,233.0,203.0,3.12,42.59,6.31,4.12,2,음식,분석,표시기준 1회 섭취참고량
모듬채소전,전·적 및 부침류,110.0,154.0,173.0,1.21,21.32,3.4,5.65,1,음식,산출,외식 레시피
모듬채소전골,찌개 및 전골류,450.0,20.0,145.0,0.61,2.1,1.8,0.6,1,음식,산출,외식 레시피
모듬회,수·조·어·육류,150.0,133.0,493.0,2.44,5.15,22.5,2.31,1,음식,산출,외식 레시피
모래무지,어패류 및 기타 수산물,,77.0,,0.0,0.0,15.7,1.1,1,원재료성식품,분석,
모링가,채소류,,66.0,6.0,2.15,12.43,4.21,1.38,1,원재료성식품,분석,
모밀국수,면 및 만두류,340.0,126.0,349.0,1.8,25.31,4.8,0.42,4,음식,산출,산업체 급식
모시풀,채소류,,49.0,2.0,0.0,7.24,6.09,1.02,3,원재료성식품,분석,
모싯잎송편,빵 및 과자류,100.0,190.0,262.0,3.18,40.29,5.65,0.66,3,음식,분석,표시기준 1회 섭취참고량
모유,우유류,,61.0,15.0,6.4,7.2,1.1,3.5,1,원재료성식품,수집,
모자반류,해조류,,29.0,363.0,,11.15,2.41,0.36,12,원재료성식품,분석,
모조치즈,식용유지류,20.0,277.0,840.0,0.0,22.0,0.0,21.0,11,가공식품,수집,표시기준 1회 섭취참고량
모카빵,빵 및 과자류,150.0,339.0,354.0,12.53,57.96,8.55,8.05,1,음식,분석,가정식 분석
목이버섯,버섯류,,13.0,10.0,0.12,5.22,0.79,0.19,6,원재료성식품,분석,
목화씨,견과 및 종실류,,506.0,25.0,,21.9,32.59,36.29,1,원재료성식품,수집,
몸국,국 및 탕류,650.0,22.0,119.0,0.4,1.54,2.9,0.65,1,음식,산출,외식 레시피
몽치다래,어패류 및 기타 수산물,,159.0,,0.5,0.5,24.08,5.9,1,원재료성식품,분석,
무,채소류,,21.0,12.0,2.23,4.53,0.74,0.14,2,원재료성식품,분석,
무 된장국,국 및 탕류,320.0,18.0,254.0,0.71,2.11,1.6,0.41,4,음식,산출,산업체 급식
무 북어국,국 및 탕류,300.0,18.0,180.0,0.31,0.95,2.4,0.5,4,음식,산출,산업체 급식
무 어묵조림,조림류,107.8,109.0,623.0,4.13,14.58,6.3,3.06,2,음식,산출,산업체 급식
무 절임(치킨무),채소류,,22.0,219.0,3.54,4.89,0.44,0.21,1,원재료성식품,분석,
무 파래무침,생채·무침류,130.0,23.0,221.0,2.62,4.86,1.1,0.38,1,음식,산출,산업체 급식
무국,국 및 탕류,375.0,25.0,233.0,0.24,0.86,0.79,2.03,23,음식,분석,가정식 분석
무국물,국 및 탕류,250.0,3.0,2.0,0.36,0.55,0.16,0.0,1,음식,분석,표시기준 1회 섭취참고량
무나물,나물·숙채류,70.0,28.0,136.0,1.53,3.86,0.7,1.14,4,음식,산출,산업체 급식
무나물무침,나물·숙채류,50.0,21.0,352.0,3.3,3.64,0.62,0.46,1,음식,분석,가정식 분석
무말랭이,채소류,,49.0,13.0,3.78,10.97,1.78,0.25,2,원재료성식품,분석,
무말랭이무침,생채·무침류,20.0,131.0,1137.0,14.46,27.77,3.08,0.87,9,음식,분석,가정식 분석
무말랭이장아찌,장아찌·절임류,94.2,117.0,1287.0,6.61,18.34,4.1,3.23,1,음식,산출,외식 레시피
무밥,밥류,246.2,177.0,198.0,0.79,36.68,3.7,1.06,1,음식,산출,외식 레시피
무생채,생채·무침류,225.0,49.0,821.0,1.78,7.33,2.43,1.11,15,음식,분석,가정식 분석
무생채(무만),생채·무침류,120.0,30.0,249.0,2.57,5.77,1.03,0.56,1,음식,산출,산업체 급식
무숙장아찌,장아찌·절임류,94.0,93.0,1391.0,2.36,4.78,3.7,6.44,1,음식,산출,외식 레시피
무순,채소류,,20.0,15.0,0.67,1.82,1.89,1.01,1,원재료성식품,분석,
무시래기,채소류,,27.0,3.0,0.04,5.34,1.81,0.39,2,원재료성식품,분석,
무장아찌,장아찌·절임류,15.7,80.0,2933.0,9.62,16.76,1.47,0.76,2,음식,분석,외식 레시피
무조림,조림류,150.0,48.0,779.0,3.87,4.29,2.26,2.38,5,음식,분석,가정식 분석
무지개떡,빵 및 과자류,100.0,229.0,277.0,8.99,53.01,3.53,0.31,1,음식,분석,표시기준 1회 섭취참고량
무짠지,장아찌·절임류,50.0,11.0,2382.0,1.58,1.98,0.54,0.12,1,음식,분석,가정식 분석
무청,채소류,,23.0,45.0,0.82,4.29,1.84,0.42,2,원재료성식품,분석,
무청나물,나물·숙채류,,80.0,367.0,0.32,6.04,2.8,5.44,1,음식,산출,
무초절임(치킨무),장아찌·절임류,130.0,17.0,189.0,1.75,3.05,0.52,0.3,1,음식,분석,가정식 분석
무화과,과일류,,45.0,0.0,10.77,11.51,0.82,0.11,4,원재료성식품,분석,
묵,두부류 또는 묵류,80.0,35.0,32.0,0.0,8.33,0.0,0.0,304,가공식품,수집,표시기준 1회 섭취참고량
묵국,국 및 탕류,400.0,22.0,238.0,0.28,3.57,1.0,0.4,1,음식,분석,가정식 분석
묵말이,국 및 탕류,250.0,36.0,247.0,0.48,6.9,0.52,0.65,1,음식,분석,표시기준 1회 섭취참고량
묵무침,생채·무침류,200.0,60.0,290.0,0.72,9.08,1.16,2.08,3,음식,분석,가정식 분석
묵밥,밥류,600.0,68.0,218.0,1.59,13.54,1.56,0.81,4,음식,분석,산업체 급식
문어류,어패류 및 기타 수산물,,81.0,479.0,0.2,0.0,16.3,0.43,32,원재료성식품,분석,
문어무침,생채·무침류,130.5,63.0,333.0,1.6,4.91,7.2,1.95,2,음식,산출,외식 레시피
문어볶음,볶음류,200.0,88.0,487.0,5.44,8.62,10.97,1.02,2,음식,분석,가정식 분석
물김치,김치류,400.0,5.0,237.0,0.35,0.75,0.31,0.08,1,음식,분석,가정식 분석
물냉면,면 및 만두류,662.9,78.0,361.0,0.78,13.24,4.0,0.85,6,음식,산출,산업체 급식
물냉이,채소류,,23.0,28.0,,3.7,3.5,0.1,1,원재료성식품,분석,
물만두,면 및 만두류,382.1,98.0,93.0,0.05,13.04,6.6,2.42,4,음식,산출,산업체 급식
물메기,어패류 및 기타 수산물,,78.0,,0.1,0.1,16.4,0.9,1,원재료성식품,분석,
물쑥,채소류,,36.0,,,5.6,5.4,0.3,2,원재료성식품,수집,
물엿,당류,10.0,310.0,0.0,43.0,77.0,0.0,0.0,79,가공식품,수집,표시기준 1회 섭취참고량
물치다래,어패류 및 기타 수산물,,168.0,,0.1,0.1,23.4,7.3,1,원재료성식품,분석,
물회,생채·무침류,700.0,72.0,347.0,6.5,10.31,4.29,1.54,3,음식,분석,가정식 분석
미강유(현미유),식용유지류,5.0,900.0,0.0,0.0,0.0,0.0,100.0,71,가공식품,수집,표시기준 1회 섭취참고량
미꾸라지튀김,튀김류,,387.0,324.0,0.3,28.85,10.89,25.39,1,음식,분석,
미나리,채소류,,18.0,24.0,1.14,3.5,1.69,0.22,8,원재료성식품,분석,
미나리 초무침,생채·무침류,98.6,41.0,475.0,5.47,8.87,1.7,0.48,3,음식,산출,산업체 급식
미나리나물,나물·숙채류,50.0,59.0,301.0,0.0,4.48,2.03,3.67,8,음식,분석,산업체 급식
미나리무침,생채·무침류,90.0,46.0,765.0,2.24,5.41,1.31,2.13,6,음식,분석,가정식 분석
미나리전,전·적 및 부침류,,151.0,166.0,1.16,22.82,3.49,5.08,1,음식,분석,
미더덕류,어패류 및 기타 수산물,,46.0,,4.08,4.08,4.3,1.2,4,원재료성식품,분석,
미더덕찜,찜류,118.9,77.0,391.0,1.18,8.05,7.7,1.82,1,음식,산출,외식 레시피
미소된장국,국 및 탕류,230.0,25.0,345.0,0.47,1.87,1.87,1.2,5,음식,분석,산업체 급식
미숫가루,음료 및 차류,300.0,70.0,24.0,0.0,10.42,2.08,2.27,14,음식,분석,가정식 분석
미숫가루(선식)음료,음료 및 차류,,57.0,39.0,4.08,,4.65,,5,음식,수집,
미숫가루/선식,즉석식품류,,405.0,107.0,11.0,71.8,15.24,6.35,371,가공식품,수집,
미역 된장국,국 및 탕류,280.0,15.0,345.0,0.34,1.81,1.2,0.57,2,음식,산출,외식 레시피
미역 오이무침,생채·무침류,,57.0,896.0,7.72,14.77,1.9,0.36,3,음식,산출,
미역국,국 및 탕류,400.0,19.0,295.0,0.0,1.04,2.46,0.56,23,음식,분석,가정식 분석
미역냉국,국 및 탕류,200.0,11.0,290.0,1.85,2.7,0.5,0.11,5,음식,산출,산업체 급식
미역류,해조류,,13.0,361.0,0.0,3.7,1.68,0.29,26,원재료성식품,분석,
미역줄기볶음,볶음류,80.0,77.0,505.0,0.55,4.85,0.96,5.95,9,음식,분석,가정식 분석
미역초무침,생채·무침류,50.0,35.0,452.0,1.3,5.24,1.18,1.02,3,음식,분석,가정식 분석
미역튀각,튀김류,50.0,443.0,5223.0,11.36,21.14,13.24,33.9,2,음식,분석,가정식 분석
미음,죽 및 스프류,250.0,20.0,0.0,0.0,4.6,0.3,0.1,3,음식,수집,표시기준 1회 섭취참고량
미트 스파게티,면 및 만두류,350.0,134.0,293.0,3.17,,4.55,,4,음식,수집,산업체 급식
미트볼조림,조림류,150.0,108.0,293.0,4.7,10.7,4.7,5.1,6,음식,수집,가정식 분석
민들레,채소류,,29.0,1.0,0.0,5.48,2.44,0.44,2,원재료성식품,분석,
민들레무침,나물·숙채류,50.0,27.0,244.0,1.61,4.56,1.2,0.72,1,음식,산출,외식 레시피
민들레잎무침,생채·무침류,90.0,81.0,248.0,8.16,12.32,2.69,2.33,1,음식,분석,가정식 분석
민들레차,차류,,0.0,1.0,0.05,0.05,0.01,0.0,1,원재료성식품,분석,
민어,어패류 및 기타 수산물,,111.0,140.0,,0.0,23.4,0.8,7,원재료성식품,분석,
민어 매운탕,찌개 및 전골류,450.0,35.0,140.0,0.92,2.98,4.5,0.79,1,음식,산출,외식 레시피
민어구이,구이류,,106.0,703.0,0.0,0.38,12.6,5.53,1,음식,산출,
민태,어패류 및 기타 수산물,,88.0,,0.0,0.0,15.2,2.5,1,원재료성식품,분석,
민트,조미료류,,294.0,28.0,,56.2,17.5,6.1,1,원재료성식품,분석,
밀,곡류,,329.0,1.0,0.0,71.7,13.06,1.28,10,원재료성식품,분석,
밀가루,농산가공식품류,,348.0,0.0,1.0,72.0,11.0,1.5,295,가공식품,수집,
밀면,면 및 만두류,,71.0,303.0,3.68,14.19,2.46,0.5,1,음식,분석,
밀크쉐이크,유제품류 및 빙과류,,113.0,51.0,16.57,17.01,2.43,3.88,1,음식,분석,
밀크티,음료 및 차류,,76.0,12.0,3.65,9.61,1.23,3.68,5,음식,분석,
밀크티/버블티,음료 및 차류,,60.0,23.0,7.93,8.8,1.4,1.86,328,음식,수집,
밀푀유나베,찌개 및 전골류,200.0,41.0,246.0,2.0,3.83,3.66,1.17,4,음식,분석,표시기준 1회 섭취참고량
바게트,빵 및 과자류,70.0,323.0,441.0,10.56,45.96,6.83,11.8,54,음식,수집,표시기준 1회 섭취참고량
바게트/치아바타,과자류·빵류 또는 떡류,70.0,270.0,383.0,2.68,46.99,8.72,5.27,1058,가공식품,수집,표시기준 1회 섭취참고량
바나나,과일류,,77.0,0.0,14.4,20.0,1.11,0.2,2,원재료성식품,분석,
바리류,어패류 및 기타 수산물,,100.0,,0.1,0.1,19.3,1.9,9,원재료성식품,분석,
바셀라,채소류,,11.0,9.0,,2.6,0.7,0.2,2,원재료성식품,수집,
바지락,어패류 및 기타 수산물,,82.0,383.0,0.75,3.2,12.27,0.93,14,원재료성식품,분석,
바지락 된장국,국 및 탕류,300.0,16.0,130.0,0.41,1.78,1.6,0.35,1,음식,산출,외식 레시피
바지락 미역국,국 및 탕류,300.0,8.0,178.0,0.04,1.14,0.9,0.15,4,음식,산출,산업체 급식
바지락 수제비,면 및 만두류,1072.7,31.0,197.0,0.23,5.08,1.3,0.45,2,음식,산출,산업체 급식
바지락국,국 및 탕류,320.0,17.0,225.0,0.11,0.74,2.2,0.52,3,음식,산출,산업체 급식
바지락찜,찜류,146.8,83.0,830.0,4.59,9.15,8.0,1.71,2,음식,산출,산업체 급식
바질,채소류,,34.0,1.0,0.37,5.9,2.81,0.7,2,원재료성식품,분석,
박,채소류,,21.0,6.0,,5.2,0.5,0.1,2,원재료성식품,분석,
박고지,채소류,,268.0,14.0,,69.0,7.6,0.4,1,원재료성식품,수집,
박대,어패류 및 기타 수산물,,115.0,1394.0,,0.1,21.4,1.4,3,원재료성식품,분석,
박쥐나무,채소류,,100.0,27.0,,20.7,6.7,1.2,1,원재료성식품,분석,
반제품/생지,과자류·빵류 또는 떡류,,345.0,282.0,15.77,45.21,7.07,15.1,2041,가공식품,수집,
반지,어패류 및 기타 수산물,,167.0,,0.16,0.16,16.94,10.1,3,원재료성식품,분석,
반찬,즉석식품류,,129.0,337.0,2.95,13.15,6.98,5.44,3275,가공식품,수집,
발효유,유가공품류,80.0,72.6,34.9,7.55,10.69,3.14,1.95,574,가공식품,수집,표시기준 1회 섭취참고량
발효음료,음료류,100.0,48.0,1.0,6.8,11.8,0.2,0.0,728,가공식품,수집,표시기준 1회 섭취참고량
밤,견과 및 종실류,,153.0,1.0,6.3,33.46,3.16,0.74,10,원재료성식품,분석,
밤밥,밥류,210.0,152.0,3.0,0.42,32.65,3.4,0.23,2,음식,산출,표시기준 1회 섭취참고량
밤버섯,버섯류,,17.0,,,3.5,2.9,0.9,1,원재료성식품,수집,
밥류,즉석식품류,210.0,162.0,332.0,1.67,27.33,4.67,3.67,7224,가공식품,수집,표시기준 1회 섭취참고량
방가지똥,채소류,,46.0,5.0,,10.3,2.5,0.4,1,원재료성식품,분석,
방어류,어패류 및 기타 수산물,,101.0,,0.4,0.4,21.7,0.8,5,원재료성식품,분석,
방울다다기양배추,채소류,,46.0,16.0,3.49,9.82,3.75,0.22,3,원재료성식품,분석,
방울토마토,채소류,,25.0,5.0,3.89,6.02,1.0,0.13,1,원재료성식품,분석,
방풍나물,나물·숙채류,50.0,31.0,150.0,0.38,4.9,1.6,0.94,4,음식,산출,산업체 급식
방풍나물무침,나물·숙채류,80.0,76.0,267.0,2.91,10.74,4.39,1.73,1,음식,분석,가정식 분석
배,과일류,,45.0,0.0,8.3,12.24,0.29,0.04,5,원재료성식품,분석,
배 과즙,과일류,,52.0,35.0,,13.0,0.3,0.5,1,원재료성식품,분석,
배암차즈기(곰보배추),채소류,,25.0,7.0,1.44,4.5,1.73,0.62,1,원재료성식품,분석,
배초향(방아),채소류,,55.0,2.0,1.52,11.13,4.87,0.46,1,원재료성식품,분석,
배추,채소류,,15.0,8.0,1.71,3.32,1.25,0.06,21,원재료성식품,분석,
배추 겉절이,생채·무침류,148.1,30.0,893.0,2.47,5.29,1.5,0.79,4,음식,산출,산업체 급식
배추 된장국,국 및 탕류,265.0,13.0,248.0,0.6,1.8,0.9,0.29,9,음식,산출,산업체 급식
배추겉절이,생채·무침류,160.0,43.0,581.0,3.04,6.51,2.18,0.92,3,음식,분석,외식 레시피
배추국,국 및 탕류,400.0,16.0,248.0,0.0,1.14,1.84,0.41,7,음식,분석,가정식 분석
배추김치,김치류,40.0,38.0,551.0,2.4,6.49,1.98,0.43,4,음식,분석,표시기준 1회 섭취참고량
배추나물,나물·숙채류,80.0,61.0,276.0,6.24,8.45,2.01,2.19,9,음식,분석,가정식 분석
배추숙주나물,나물·숙채류,,22.0,127.0,1.33,3.58,1.5,0.62,1,음식,산출,
배추우거지,채소류,,18.0,9.0,1.81,3.71,1.35,0.14,2,원재료성식품,분석,
배추전,전·적 및 부침류,96.5,160.0,218.0,3.35,23.68,3.44,5.78,4,음식,분석,산업체 급식
백김치,김치류,40.0,16.0,395.0,1.04,3.0,0.95,0.07,1,음식,분석,표시기준 1회 섭취참고량
백모근,채소류,,337.0,115.0,,77.0,9.0,2.0,1,원재료성식품,분석,
백설기,빵 및 과자류,100.0,230.0,211.0,0.11,50.4,3.71,1.45,3,음식,분석,표시기준 1회 섭취참고량
백연,어패류 및 기타 수산물,,89.0,,0.3,0.3,19.0,0.8,1,원재료성식품,분석,
백합,채소류,,118.0,2.0,0.44,24.91,3.34,1.52,1,원재료성식품,분석,
백합류,어패류 및 기타 수산물,,74.0,,3.6,3.6,11.7,1.0,7,원재료성식품,분석,
백합죽,죽 및 스프류,250.0,65.0,142.0,0.0,12.1,2.36,0.8,1,음식,분석,표시기준 1회 섭취참고량
백향과(패션프루트),과일류,,100.0,1.0,8.58,22.58,1.68,1.55,1,원재료성식품,분석,
백향과(패션프루트) 주스,과일류,,60.0,6.0,14.25,14.45,0.67,0.18,3,원재료성식품,수집,
밴댕이,어패류 및 기타 수산물,,238.0,1070.0,,0.0,46.02,4.66,6,원재료성식품,분석,
밴댕이무침,생채·무침류,,150.0,257.0,6.75,11.5,7.45,8.25,1,음식,분석,
뱅쇼,음료 및 차류,,35.0,3.0,7.27,,0.11,,34,음식,수집,
뱅어,어패류 및 기타 수산물,,403.0,680.0,,1.2,60.4,11.0,5,원재료성식품,분석,
뱅어포구이,구이류,70.0,374.0,1479.0,15.91,25.07,34.37,15.17,2,음식,분석,가정식 분석
뱅어포무침,생채·무침류,29.0,371.0,1136.0,4.94,10.32,43.7,16.11,2,음식,산출,외식 레시피
뱅어포튀김,튀김류,,732.0,414.0,0.0,34.04,41.2,45.09,1,음식,산출,
버거,빵 및 과자류,,250.0,474.0,4.2,18.32,12.21,14.2,295,음식,수집,
버들송이버섯,버섯류,,20.0,7.0,,5.5,4.2,0.1,3,원재료성식품,분석,
버섯 덮밥,밥류,572.0,101.0,63.0,0.54,18.47,2.6,1.63,2,음식,산출,외식 레시피
버섯 매운탕,찌개 및 전골류,800.0,45.0,160.0,1.46,6.93,2.4,1.36,2,음식,산출,산업체 급식
버섯 샤브샤브,찌개 및 전골류,488.0,27.0,143.0,0.48,2.46,2.0,1.36,1,음식,산출,외식 레시피
버섯 잡채,볶음류,200.0,149.0,207.0,1.94,6.28,4.8,12.22,1,음식,산출,외식 레시피
버섯구이,구이류,80.0,84.0,463.0,4.54,11.66,4.29,2.21,2,음식,분석,가정식 분석
버섯구이표고버섯,구이류,80.0,100.0,435.0,1.4,18.14,4.34,1.06,1,음식,분석,가정식 분석
버섯국,국 및 탕류,320.0,42.0,161.0,0.5,2.71,3.3,2.43,1,음식,산출,산업체 급식
버섯무침,생채·무침류,150.0,59.0,311.0,0.09,3.44,2.74,3.77,1,음식,분석,가정식 분석
버섯볶음,볶음류,85.0,91.0,343.0,0.8,7.33,3.0,5.53,4,음식,분석,가정식 분석
버섯전,전·적 및 부침류,150.0,160.0,209.0,1.83,10.8,7.02,9.91,6,음식,분석,가정식 분석
버섯전골,찌개 및 전골류,300.0,40.0,276.0,0.95,4.54,2.14,1.5,6,음식,분석,가정식 분석
버섯조림,조림류,150.0,60.0,302.0,1.95,6.23,4.38,2.0,2,음식,분석,가정식 분석
버섯찌개,찌개 및 전골류,270.0,42.0,323.0,1.1,3.85,3.68,1.3,5,음식,분석,산업체 급식
버찌,과일류,,60.0,1.0,,14.9,1.7,0.1,1,원재료성식품,분석,
버터,유가공품류,5.0,738.0,10.0,0.75,0.75,0.75,82.0,80,가공식품,수집,표시기준 1회 섭취참고량
버터빵,빵 및 과자류,70.0,320.0,410.0,11.0,48.0,8.0,11.0,10,음식,수집,표시기준 1회 섭취참고량
버터크림빵,빵 및 과자류,70.0,383.0,319.0,11.99,46.23,8.18,18.41,1,음식,분석,표시기준 1회 섭취참고량
번,빵 및 과자류,70.0,360.0,281.0,12.63,53.68,8.42,12.0,41,음식,수집,표시기준 1회 섭취참고량
번데기,기타,,126.0,2.0,0.0,1.95,12.62,7.55,2,원재료성식품,분석,
번데기탕,찌개 및 전골류,200.0,23.0,109.0,0.18,0.42,2.2,1.48,1,음식,산출,외식 레시피
베도라치류,어패류 및 기타 수산물,,107.0,,0.7,0.7,22.0,1.2,5,원재료성식품,분석,
